1004,bolokotondo,serangga hama padi
1005,bolon,haid
1006,bolongkotan,tulen
1007,bolongor,tidak memakai aling-aling
1008,bolonyon,ngabolonyon
1009,bolonyot,singkong mentah yang telah dikupas
1010,bolor,penyakit mata
1011,bolostrong,polos
1012,bolotot,besar mata
1013,bolu koja,kueh sabangsa kueh talam
1014,boncel,ikan gabus
1015,boncenang,bulat kecil
1016,boncorot,melek
1017,bondong,ngabondong
1018,bondoroyot,keluarga
1019,bondot,seikat padi yang baru dituari
1020,bongbok,celengan
1021,bongbong,dikatakan kpd anak yang tersedak
1022,bongborosan,bermacam-macam boros
1023,bongbot,penyakit anak-anak sejenis cacar tapi tidak begitu berbahaya
1024,bongkang,cangkorang bong
1025,bongkek,baju tukik atau jas pendek model jawa
1026,bongkeng,binatang kecil hama ubi jalar
1027,bongko,makanan
1028,bongkor,sia-sia
1029,bongkot,bongkot
1030,bongoh,lengah
1031,"bongrey, kabongrey","tergiur, timbul rasa einta, senang, tertarik"
1032,bonteng,mentimun
1033,bontongor,nakal
1034,bontos,bobontos
1035,bontot,batang kayu yang dijadikan kayu bakar dengan tidak dibelah-belah terlebih dahulu
1036,bool,"bol, ujung usus"
1037,bopong,warna bulu kuda
1038,borak-borak,boros
1039,borang,rumput putri malu
1040,borangan,penakut
1041,boreas,pusat
1042,borem,papareme
1043,borete,nagborete
1044,boro,boro-boro
1045,"borobot, ngaborobot","bunyi spt petasan, bedil mesin, dsb (petasan senjata api)"
1046,borohol,senang berbicara dan tertawa
1047,borojol,ngaborojol
1048,borok,borok
1049,borongkos,bungkus yang sangat sederhana
1050,borongsong,berangus
1051,borontok,wana bulu ayam hitam atau merah totol-totol putih
1052,boros,anak tumbuh-tumbuhan kunyit
1053,borosot,utk keluar dai liang liang pada tubuh manusia
1054,borulu,utk barang-barang yang keluar dr dl karung
1055,"boseh, ngaboseh","mendayung (sepeda, perahu, dsb)"
1056,bosetek,tak punya apa-apa
1057,bosok,busuk (buah-buahan)
1058,bosongot,roman mukata yang menyeramkan (spt pemberani)
1059,botoh montok,elok bentuknya  (tubuh wanita)
1060,bowek,bopeng
1061,boyot tak bisa cepat,kendur (berjalan)
1062,brag,enggeus brag
1063,brak,dahar (makan bersama)
1064,bral,pergi atau berangkat
1065,brangbrang dogdog,(sb gendang) reog nomor tiga dari dog-dog yang paling kecil
1066,"brangta, brangti",berdukata cita krn asmara
1067,bras,terus menuju
1068,brata,"brangta, barata, bertapa atau bersumpah"
1069,bray,kata utk terbukata utk datangnya sinar
1070,breg,kata utk turun hujan besar dgn tiba-tiba
1071,"brei, bret",kata utk benda yang putus
1072,bren,kata utk melihat sesuatu yang asalnya terhalang
1073,breng,"kata utk bersama-sama pergi, terbang"
1074,bres,kata utk memasukkan sesuatu kpd tempatnya
1075,bring,kata utk bersama-sama pergi (berjalan)
1076,"bro, bru ka",utk menyirnpan barang di mana saja tdk diatur rapi
1077,brol,kata utk melahirkan
1078,brug,katautk menutupkan pintu dgn keras
1079,brung,kata utk bunyi rebana
1080,brus,"kata utk mandi, utk memasukkan barang ke dim air"
1081,bual,kabual terganti lagi
1082,buana,benua
1083,buana panca tengah,alam dunia
1084,buang,bubuang berak
1085,buang,"membuang, bs buang hajat besar, berak"
1086,buangan,orang hukuman yang dibuang
1087,buat,bubuatan
1088,bubat babit,bergerak ke kiri dan ke kanan
1089,"bubat-babit, mubat-mabit","bergerak ke kiri dan kanan, memukul ke kiri dan ke kanan"
1090,bubu,alat penangkap ikan
1091,bubuara,pergi dr kampung halaman kemudian menetap di tempat lain krn mendapat kesenangan dan tdk berniat utk kembali ke kampung asal
1092,bubuay,bunga rotan
1093,bubud,kotor oleh rumput-rumputan krn tdk dipelihara
1094,bubudakan,lensa mata
1095,bubudur,lendir
1096,bubuh ripuh,kesusahan
1097,bubuhan,setidaknya
1098,bubuhara,bubuara
1099,bubujeng,berburu
1100,bubul,lepas
1101,bubulak,"tegalan di iereng gunung, bukit"
1102,buburak,ngabuburak
3993,"buburak, ngabuburak","mengusir, mengejar-ngejar gerombolan (orang at binatang)"
1103,buburuhun,mau  melakukan pekerjaan kasar walaupun bukan pekcrjaannya
1104,bubus,mubus
1105,"bubut, ngabubut",membubut
1106,"bubuy, mubuy","memasukkan (singkong, ubi) ke dim abu panas"
1107,bucat,pecah (sesuatu yang mengandung zat air)
1108,bucit,buncit
1109,bucitreuk,buncit
1110,bucuk,burung hantu
1111,budah,buih
1112,budak,anak-anak
1113,budak beulian,budak belian
1114,budal,bubar dr tempat berkumpul
1115,"budayut, dayut",gendut (lebih besar dr buncit)
1116,"buded, ngabuded",melindungi atau mengikat kepala dgn kain
1117,budeng,gagu
1118,buder,budeur
1119,budra-bidru,tergesa-gesa
1120,budug,kudis
1121,bugang,bangkai
1122,"bugbrug, ngabugbrug",bertumpuk banyak tapi tidak tersusun
1123,bugel,bontot
1124,bugigag,menggeletak tanpa bergerak benda yang besar
1125,buhahang,terbukata lebar (jukata besar bekas dibacok)
1126,"buhul, kabuhulan","tersedak makanan (tak bisa ditelan), ingin minum"
1127,buhun,kuno
1128,"buis, pabuis","simpang siur, hilir mudik"
1129,"buit, bibit buit",asal mula
1131,bujal,pusar
1132,bujeng,buru
1133,bujil,miskin sekali
1134,bujur,pantat
1135,bukbak,ngabukbak leuweun
1136,bul ka,utk mengepul
1137,"bulaeh, ngabulaeh",dikatakan kpd orang yg makan sirih dan mengeluarkan ludah merah dr mulutnya 
1130,"bulak, ngabulak","keluar dr dim tanah, spt air yg mendidih (mata air)"
1138,bulan,bulan
1139,bulan alaeun,bulan kesembilan (orang yang hamii)
1140,bulan pumama,terang bulan tanggal empat belas
1141,bulao,biru langit
1142,"bulen, dibulen",dibungkus
1143,"buleneng, leneng",gundul
1144,buleng,keranjang tempat ikan
1145,buleud,bulat
1146,buligir,tak berbaju
1147,"buliklak, ngabuliklak",terang krn pohon-pohonnya habis ditebang 
1148,bulistir,"gundul, tidak ada pohon-pohonan"
1149,bulubus,utk masuk perlahan-lahan dan secara diam-diam
1150,buludru,beledu
1151,buluk,"bakteri, jamur yang tumbuh pada barang yang sudah lama, sudah basi"
1152,bulukusutun,rudin
1153,"bulungbung, ngabulungbung","terbuka, tidak terhalang apa-apa (jalan, lorong, dsb)"
1154,bulus,kura-kura
1155,bulustru,tumbuh-tumbuhan yang merambat
1156,bum tuli,sangat bodoh
1157,bunar,bambu kecil
1158,buncelik,terbelalak
1159,buncir,buncit
1160,buncireung,buncit
1161,bungah,gembira
1162,bungah amarwatasuta,sangat bersukata cita
1163,bungangang,merasa berlega hati
1164,bungaok,hantu
1165,bungbang,terang (tempat yang pohon-pohonnya habis ditebang)
1166,bungbas,"dikatakan kpd ruas bambu, bumbung yang berlubang pd kedua ujungnya"
1167,bungbu,bumbu
1168,bungbulang,pohon jambu
1169,bungbung,bumbung
1170,bunghak,perut kembung (masuk angin)
1171,bungin,pulau di muara sungai
1172,bungka,ular
1173,bungkak,"burung yang sering berbunyi krn sedang timbul rasa birahi, makan kenyang"
1174,"bungkang, bungkiang ",penuh dgn air (perut) mis yg mati tenggelam
1175,bungkeuleukan,terlihat wujudnya
1176,bungkiang,bungkang
1177,bungkil,ampas kacang tanah yang telah diambilnya
1178,bungkul,bisul keras pd selangkangan
1179,buni,"tak mudah terlihat, sukar ditemukan"
1180,buniaga,bubuara
1181,buntal,sejenis ikan laut
1182,buntala,"bumi, permukaan bumi"
1183,buntar,jauh dr sumber air
1184,bunteian,barang yang dibungkus dgn kain
1185,buntek,buntal
1186,buntel,bungkus dr kain
1187,buntet,besar tapi pendek
1188,bura,mura menyemburkan air dsb dr mulut
1189,burabay menyala,memancarkan sinar merah
1190,burah-bareh,"mengotori badan, pakaian dgn benda encer"
1191,burahol,"nama pohon, buah dan pohonnya hampir spt sawo"
1192,burak,runtuh
1193,burakrakan,hancur berantakan
1194,burang,ranjau dr bambu
1195,"burantak, paburantak",rusak sekali sampai bagian-bagiannya berantakan
1196,burayut,lebih besar dr budayut
1197,"buret, burereteun",baruten
1198,bureuteu,"perut yang besar krn gemuk, krn penyakit"
1199,burey,masih kecil (kanak- kanak)
1200,burhan,"tanda, bukti kebenaran yang nyata"
1201,buri,belakang
1202,buriak,bubar (tak teratur)
1203,burial buncelik,membelalak
1204,burial ka,utk air besar yang keluar dr dl tanah
1205,burindil,tidak berbulu (ayam dsb)
1206,buringkal ka,utk yang keluar dr dalam tanah secara mendadak
1207,burintik,pici bayi dr kain yang disambung-sambung
1208,burit,senja
1209,burubul,utk orang yang berdatangan pd waktu yang sarna
1210,burubut ka,utk buah yang berjatuhan hampir bersamaan
1211,burudul,murudul berlepasan (mis bulu ayam dr kemucing)
1212,burujul,bajak tanpa lanjam
1213,burundul,burindil
1214,burung,batal
1215,burusut,borosot
1216,bus,utk masuk
1217,busak-basik,berantakan
1218,busiat,"mengeluarkan kotoran dgn tidak terasa, tidak disengaja krn sakit mencret"
1219,busik,kusut
1220,busil,memakai pakaian yang sudah tidak pantas (layak lagi) dipakai oleh orang terhormat
1221,buta,raksasa
1222,buta terong,orang yang jelek dan rakus
1223,butak,botak
1224,butik,ngabutik mengupas kelapa (melepaskan tempurungnya)
1225,butin,busil
1226,butiti,sisiran pisang yang paling bawah dan paling kecil pd tandan
1227,butun,pohon kayu yang daunnya lebar (terdapat di tepi pantai)
1228,buyeng,kotor oleh debu
1229,buyung,"tempayan kecil (tempat air, beras dr tanah liat)"
1230,caah,banjir
1231,caah dendeng,banjir yang tidak disangkasangkata karena hujan di hulu
1232,caang,terang
1233,caang bulan opat welas,jalan gede sasapuan ikhlas
1234,cabak,raba
1235,cabar,"hilang kebenaran, takut, penakut, tawar hati"
1236,cabok,tampar
1237,cabol ceboi,orang yang pendek sekali
1238,cabrek,becek
1239,cacag,cincang
1240,cacag nangkaeun,pekerjaan yang kurang baik krn tidak teratur melaksanakannya
1241,"cacak, cacakan",walaupun
1242,cacaka,kepompong
1243,cacalakatakan,tertawa nikmat berkali-kali
1244,cacaleuhakan,makan senang-senang dgn tidak memperhatikan kesopanan
1245,"cacampah, nyacampah","merendahkan keahlian atau derajat orang lain, menghinakan"
1246,cacantel,alat yang ujungnya melengkung spt kaitan
1247,cacap,habis
1248,cacapek,rahang bawah
1249,cacarakan,abjad sunda
1250,cacarekan,nadar
1251,cacarekan,kaul
1252,cadel pelat,belum dapat mengucapkan bunyi r
1253,cadok,dagu yang menjorok ke depan
1254,cadong,ompreng utk pesakitan
1255,caduk tahi,kotoran manusia
1256,caduk waluh,isi labu besar yang mernbungkus bijinya
1257,cag ka,"utk meletakkan, menunda pekerjaan"
1258,cagem,sehat jasmani dan rohani sernbuh
1259,cager,batas
1260,cahak,kernauan
1261,cahara,kehormatan
1262,caheum,tulang rahang bawah
1263,cahuleun,tidak berdaya karena panik
1264,cai,air
1265,cai meutingan,bintik-bintik hitam pada baju
1266,caiangap,membukata mulut (spt mau nyuap dsb)
1267,"cak, cak-cung",kata utk menentukan tidak boleh diubah lagi
1268,cakah-cikih,bekerja sibuk sambil ke sana kemari
1269,cakcak,cecak
1270,cakclak,tetes
1271,caket,dekat
1272,cakeutreuk ka,utk menekankan warna hitam
1273,cakueum,"agak gelap dan menyeramkan (rumah, pekarangan)"
1274,cala-culu,bicara tidak keruan
1275,caladi,burung pelatuk
1276,calakah,abu rokok
1277,calakan,cerdas
1278,calakatak ka,utk tertawa nikmat
1279,calangap,membukata mulut (spt mau nyuap dsb)
1280,calawak,membukata mulut lebarlebar
1281,"caletot, kacaletot",tidak sengaja menyebutkan kata-kata yg bersifat rahasia
1282,caletre,"agak kotor, tdk begitu bersih (mata anak-anak)"
1283,"caleuhak, cacaleuhakan","rnakan senang, tanpa menghiraukan sopan santun"
1284,caleuy,lesu
1285,calik,duduk
1286,"calikong, nyalikong","rnenggunakan uang at barang titipan utk kepentingan pribadi, korupsi"
1287,"calimbam, cumalimba",berlinang air mata
1288,calimud,panjang tangan
1289,calobak,kolam kecil yang masih berair di dasar sungai pd musim kernarau
1290,"caluntang, calutak","lancang, tidak tahu sopan-santun"
1291,cambay,sirih hutan
1292,"cambepem, camepem ",temben
1293,"camberok, camerok",memakai bedak yg terlalu tebal dan tidak beraturan sehingga tidak pantas dilihatnya
1294,camberut,cemberut
1295,cambeti cameti,cambuk kecil dan pendek
1296,"cambewek, camewek",dingin sekali
1297,"cambling, ngacambling",berbicara tidak keruan spt orang mengigau
1298,"cambutrak, camutrak",basah dan berbusa
1299,cameot,duduk seorang diri di tempat sunyi
1300,cameubleu,diarn
1301,cameuh,rahang bawah rnenjulur ke depan rnelebihi rahang atas
1302,camihmil,pipinya agak ternbam krn gernuk
1303,campala,pemukul dari kayu yang dipergunakan oleh dalang utk memukul kotak wayang dan kecrek
1304,campego,"duduk, jongkok spt ada yang sedang ditunggu-tunggu"
1305,campelak,"berani melawan kpd orang tua, yang lebih tua lancang"
1306,camperenik,kecil
1307,camplang,"kurang, tidak menarik hati (tontonan. pidato"
1308,campleng,genap
1309,campolah,tidak hati-hati
1310,campuh,sudah tidak teratur lagi barisannya
1311,"camuil, cacamuilan",dikatakan kpd yg sedang makan sesuatu dan seperti nikmat sekali
1312,camunuk,jongkok di tempat agak gelap dgn berkerudung kain
1313,"can, acan, tacan ",belum
1314,candael,"orang yang berbicaranya lambat, pelan-pelan sekali"
1315,candeluk,duduk beberapa saat lamanya spt ada yang dinantikan
1316,candet,tahan
1317,candoli,"perempuan yang mcnjaga dan mengatur makanan di tempat kenduri, yang mengurus keuangan dim organisasi"
1318,"candung, nyandung","beristri lebih dr satu, poligami"
1319,canebrang,bening
1320,canebrang herang,sangat bening
1321,caneom,agak gelap dan menyeram· kan (hutan
1322,caneut akr dr cai haneut,air hangat
1323,cangangang,bentak
1324,cangcang,tambat
1325,cangcaya,kurang percaya
1326,cangeut,cawat
1327,canggala,cela
1328,canggalak,belenggu
1329,canggeum,genggam
1330,cangkaieng,kolang-kaling
1331,cangkang,kulit (buah-buahan
1332,cangkem,mulut
1333,cangkeng,pinggang
1334,cangker,cekatan
1335,cangkeul,pegal-pegal
1336,cangkeweng,"rasa sakit pd tangan karcna menjinjing beban yang berat, terlalu lama"
1337,"cangkewok, nyangkewok",tinggal di tempat yg sempit
1338,cangking,pegang
1339,"cangklek, sacangklek","pegangan cangkir, teko, dsb"
1340,cangkol,sangkut
1341,cangkolong,kurangi
1342,cangkorang-bongkang,barang-barang
1343,cangkurawok,burung yang pandai mengoceh spt cucakrawa
1344,"cangogo, cingogo",jongkok
1345,cangor,tidak empuk (singkong
1346,cangra,langit terang
1347,cangreud,ikatan
1348,cangreud lepas,simpul mati
1349,cangreud mulang,simpul yang sudah dibukata lagi
1350,cantel,kait
1351,canting,gayung kecil
1352,"cantula, nyantula","melarang, menghalang-halangi, memperingatkan"
1353,caor,salah satu alat tenun
1354,caos,nyaosan memenuhi
1355,capa,raba (sambil agak agak ditekan)
1356,capang,menjorok ke kanan dan ke kiri (tanduk kerbau)
1357,capek,kunyah
1358,capek rahem,sering makan
1359,capetang,pandai berbicara
1360,caplak,alat utk membuat garisgaris di sawah yang akan ditanami padi
1361,cara,kue dr tepung pakai gula (spt serabi)
1362,"caracal, carahcal, nyaracalan","berjatuhan sepanjang jalan, berjauhan letaknya dan tdk beraturan"
1363,"caram, nyaram","melarang, larang"
1364,carang,jarang
1365,carangcang tihang,waktu setelah fajar
1366,carangka,keranjang yang terbuat dr bambu
1367,carangkata runtah,tempat sampah
1368,carat,pancuran teko
1369,caratan,teko kecil dr tanah liat
1370,carecet,sapu tangan
1371,carek,katanya
1372,carem,mati semua
1373,caremot,kotor oleh makanan dsb (mukata anak-anak)
1374,careuh,musang
1375,careuh bulan,musang yang mukanya berwarna putih
1376,careuheun,anak kecil (masih menyusu) yang menangis terus
1377,cari,usaha
1378,caria,benci
1379,carindakdak,berkaca-kaca (air mata)
1380,caringcing,hati-hati waspada
1381,carios,cerita
1382,carita babon,"cerita sumber, mis cerita ramayana karangan walmiki, mahabrata ka rangan wyasa, dsb"
1383,carnah,dicarnahan
1384,caroge,suami
1385,carulang,rumput yang daunnya hijau kekuning-kuningan
1386,caruluk,buah aren
1387,catih,huma
1388,catrok,ticatrok
1389,catur,berita
1390,caturangga,ilmu pengetahuan utk mengetahui baik tidaknya binatang yang akan dipelihara (kucing
1391,cau,pisang
1392,cau badud,pisang kole
1393,"cawad, nyawad","cela, menceritakan kesalahan, kekurangan orang lain, mencela"
1394,cawel,mencolek dagu dari sebelah bawah
1395,cawene,perawan
1396,cawerang,terlalu encer
1397,cawet,"cawat, celana dalam"
1398,"cawidwid, ngawidwid",rambut kusut karena tidak diurus
1399,cawis,sedia
1400,cawokah,porno
1401,ce ka,utk menginjak
1402,cebleh,hilang pengaruhnya atau sudah tidak menarik perhatian lagi
1403,cebor,mandi
1404,ceboy,empuk agak basah
1405,cebrek,dingin sekali
1406,cecega,kesalahan atau dosa
1407,cecek,titik dua diatas huruf
1408,cecek bocek,"perkara kecil (yang berkepanjangan, dibesar-besarkan)"
1409,cecel,pelit
1410,cecengkeleun,kejang (kram) jari-jemari karena uratnya mengkerut
1411,cecepet,sirip (ikan dsb)
1412,"cecepo, nyecepo",menawar barang murah sekali
1413,ceceremed,panjang tangan
1414,cecewok,cebok
1415,ceda,bekas luka
1416,cegek,cela
1417,cekap,cukup
1418,cekas,jelas
1419,cekcok,ribut
1420,cekek,cekik
1421,cekel,pegang
1422,celebek,makan
1423,celegedeg,celegeneng
1424,"celekit, celetit",rasa sakit dicubit
1425,celembeng,banyak omongnya (anak kecil)
1426,"celemes, celemenes atau kelemes","tupai yg tidak begitu merusak, lebih kecil dr bajlng"
1427,celeng mogok,nama lagu gamelan
1428,"celengceng, nyelengceng",berjalan eepat seorang diri
1429,celong,sudah tidak penuh
1430,celuk,seru
1431,cenang,bisul kecil
1432,"cengcle, nyengcle","benda kecil yg menumpang di atas barang-barang yg besar, tidak seimbang (pici yg kekecilan, burung pipit yg hinggap pd dahan besar, dsb)"
1433,cengeng,khusuk
1434,cengir,seringai
1435,cengkat,bangkit
1436,cengkir,kelapa yang masih kecil
1437,cengkrong,"agak bengkok (kaki, tangan)"
1438,"cental, pacental-cental","bertengkar, berbantah"
1439,"centang, nyentang","membidik utk menembak, memanah"
1440,centil,genit
1441,centok,menarik tiba-tiba
1442,cepak,rata bagian atasnya (potongan rambut)
1443,cepet,lurus (lurus ke timur
1444,cepet (curek),jepit
1445,cepil,telinga
1446,"ceplak, diceplakeun",dikatakan terus terang kpd yg bersangkutan
1447,"ceples, nyeples","sarna betul, persis, serupa gambar at potret dng aslinya, anak dgn salah seorang orang tuaanya atau saudaranya"
1448,ceret,percik
1449,cerewed,cerewet
1450,cerewing,rambut atau daun yang jarang
1451,"cerong, curang-cerong",muka yg kotor penuh dng coreng-moreng
1452,cetek,gampang
1453,"cetrok, celetrok","kata utk menggigit makanan yg agak keras (jambu, mangga muda, terung, dsb)"
1454,"cetuk, cetuk dawuk, cetuk huis","banyak ubannya, rambutnya sudah hampir memutih"
1455,ceubrik,"becek, ada air yg tergenang"
1456,ceuceub,benci
1457,ceuceuh,air biasa atau air obat utk membasahi rambut
1458,ceuleupeung,tolol
1459,ceuleuyeu,lesu
1460,ceungceum,menyiapkan benih atau bibit tempat yang lembab sebelum ditanam
1461,ceurik,menangis
1462,ceuyah,banyak karena sedang musim (buah-buahan)
1463,cibulakan,mata air yang besar
1464,cicing,diam
1465,cicintrang,sedikit sekali
1466,cidra,tidak menepati janji
1467,cika-cika,kunang-kunang
1468,cikal,sulung
1469,cikal bugang,yang pertama gugur di medan perang
1470,"cikibung, icikibung","memamkan air dgn dipukul-pukul sambil mandi di empang, dsb"
1471,cikikik,tertawa yang ditahan
1472,cikruh,banyak airnya dan tampaknya enak (jeruk garut
1473,cileuh,kotoran mata yang menempel pada ujung mata
1474,cileung,gerak mata dan atau dengan kepala
1475,cileureun,lengah
1476,cilimit,sukata mempermainkan (terutama mengganggu perempuan)
1477,cilingcingcat,naik-turun
1478,cindek,tetap
1479,cindul,pinggir mata membengkak kerena lama menangis
1480,cindung,kerudung
1481,"cindutrung, cinutrung ",lama berjongkok
1482,cingir,kelingking
1483,"cingked, cingkud",pincang
1484,cirit,tahi (burung)
1485,cobrok,jorok
1486,coceng,kurang atau berkurang
1487,cocoh,puas
1488,"coer, nyoer",memindahkan barang kecil dng ujung tongkat
1489,cokel,cungkil
1490,cokrok,mengeluarkan makanan dengan jalan diisap (telur
1491,cokrom,tebal serta menutupi bibir (kumis)
1492,cologog,tidak tahu sopan santun
1493,combrek,dingin (dikamar mandi)
1494,"congcolang, nyongcolang","jauh melebihi orang lain (kepandaian), jauh mendahului orang lain (balap kuda, sepeda, dsb)"
1495,congcot,nasi tumpeng yang berbentuk kerucut
1496,conggah,sudah kenal baik
1497,conggang,celah-celah pada pelupuh rumah panggung
1498,"coo, nyoo","mempermainkan (mainan, boneka, ayam, burung, dsb)"
1499,coplok,lepas dari tempatnya (mata cincin
1500,copong,bolong
1501,"corelang, borelang, roreng, loreng","belang, loreng"
1502,corengcang,"jarang, orang sedikit di tempat yg luas"
1503,"corowok, gorowok",teriak
1504,cuang-cieung,tidak ada sanak saudara
1505,cucul-cucul,membukata pakaian atau menanggalkan pakaian
1506,cucungah,songong
1507,cucutik,alat utk mengaduk atau mencolek dodol dsb
1508,cudek,lokek
1509,cuing,nama burung yang berbunyi demikian
1510,culangung,kurang ajar
1511,cumaricip,merasa agak jijik
1512,cumpong,cukup
1513,cunduk,sampai
1514,cungur,hidung binatang (sapi)
1515,cunihin,kurang ajar
1516,cuplak,buka
1517,curak-curak,makan-makan sambil senang-senang
1518,curaling,sukata mencuri
1519,cureuleuk,mata yang bersih
1520,curinghak,sikap memperlihatkan kewaspadaan
1521,curuk,telunjuk
1522,déét,dangkal
1523,"déang, sidéang",berdiang
1524,dék,"akan, hendak, geladak (kapal)"
1525,démplon,bangun tubuh yang elok dan berisi demplu
1526,"déngé, ngadéngé",mendengar
1527,déngdék,miring
1528,"déngkak, ngadéngkak",duduk dgn kaki sebelah-menyebelah (naik kuda dsb)
1604,déog -> pengkor,timpang
1529,dérés,"sering melahirkan, melancarkan mernbaca Al-Quran"
1530,déwék,saya
1531,dadalan,sebab
1532,dadampar,"alas utk rnenernpatkan barang agar tidak kotor, tidak kena tanah"
1533,dadas,terlihat dasarnya
1534,daek,mau melaksanakan
1535,dagleg,menempel agak tebal (iemak. daki dsb)
1536,"dago, ngadagoan, didago-dago","menunggu, menanti, ditunggu-tunggu"
1537,"dahar, ngadahar, kadaharan, padaharan","makan, memakan, makanan, perut"
1538,"dahdal, didahdal",dibuka jahitannya karena terlalu sempit atau mau diubah (pakaian)
1539,dahdir,iler
1540,dahulu,"masa yang telah lampau, masa yang telah silam"
1541,dahup,"kawin, nikah"
1542,"dakom, ngadakom",menengkurap (binatang)
1543,"daksa, tanpadaksa","tidak lengkap, cacat salahsatu anggota"
1544,"daku, dadaku",pura-pura
1545,"dalah, ladalah","walaupun, biarpun, kata utk menandakan sudah tidak berdaya lagl (mau apa lagi), kata utk menandakan kegembiraan yg tiba-tiba"
1546,"dalak, ngadalak",mendatangi orang yg rnenyaklti atau yg membuat malu utk membalas dendam
1547,"dama, didama-dama",dipelihara dan dijaga hati-hati sekali
1548,damang,sembuh
1549,damas,"kaln, bahan pakaian yang kembang-kembangnya ditenun"
1550,"damel, didamel","kerja, bekerja"
1551,dami,ukuran sekau menarik napas
1552,damis,pipi
1553,damna sabar,sabar sarana
1554,dampal,kaki
1555,dampar,tempat duduk raja pd jaman dahulu
1556,danakal,matang tapi keras (buahbuahan)
1557,dangah,agak menengadah
1558,dangan,mudah
1559,dangdan,berdandan
1560,dangdangrat,peralihan antara musim penghujan dan musim kemarau
1561,"danggeuak, dangheuak",duduk sambil melentingkan punggung dicondongkan ke belakang
1562,"dangiang, danghyang","sb mahluk halus yang menyebabkan kampung, rumah terasa menarik, membuat betah penghuninya"
1563,"dangong, ngadangong","sikap, berdiri dng muka agak mendongak"
1564,"dangu, ngadangu","denganr, mendengar"
1565,daogkak,telentang dgn kaki direnggangkan
1566,"dapang, ngadapang","menelungkup, meniarap, menengkurap"
1567,"dapon, darpon",agar
1568,daradad,kata utk bercerita panjang lebar
1569,daria,sungguh-sungguh
1570,"dasta, ngadastakeun",menghadapkan pegawai kecil kpd pembesar
1571,"daweung, ngadaweung","sikap, sikap pemberani, duduk merenung sambil memandang ke tempat yg jauh"
1572,dawuan,"saluran air dr kali ke sawah, ke kamp.ung"
1573,dawuh,bh ujar
1574,"dawuk, dawuk ruyung","abu-abu (warna bulu kuda), kuda yg warna bulunya abu-abu tua atau abu-abu kehitam-hitaman"
1575,"dawung, didawung","digunting, dipotong supaya bagus (kumis)"
1576,"dayagdag, ngadayagdag","duduk dgn badan sedikit bersandar ke belakang, akan menjengkang atau akan jatuh terlentang"
1577,dayang,dahulu gelar perempuan yang terhormat (dayang sumbi)
1578,dayeuh,"ibu kota negara, kabupaten"
1579,dedeg,dikatakan kpd tubuh orang yang tegap dan kuat
1580,dedek dedak,bagian yang mengendap dr barang eair
1581,"dedel, ngadedel","menjejali (bantal atau kasur dgn kapuk), menginjak tanah dgn keras"
1582,dedengkot,yang paling sigap dan teibanyak peogalamannya dl peneak silat dsb
1583,"dedet, ngadedetkeun",memaksa memasukkan barang kpd tempat yg sudah penuh atau kpd barang iain yg keras
1584,degdegle,mudilh memukul dan tanpa bdas kasihan
1585,deger. ngadeger,bekerja sekuat tenaga
1586,degig,tidak mau menegur kpd orang yang sudah dikenal
1587,"dekem, ngadekem","dekam, mendekam"
1588,deker,kata utk mengerjakan sesuatu pekerjaan dtg khusyuk
1589,dekil,"penuh kotoran, penuh daki"
1590,dekok,dikatakan kpd bentuk yang tidak ada batang hidungnya dan mata yang eekung ke dalam
1591,"deku, sideku",berIutut
1592,"dekul, ngadekil",bekerja dng tekun tanpa menoleh ke kiri atau ke kanan
1593,deléh,lihat
1594,"delék, ngadelék",mengggerakkan mata menandakan tidak setuju atau benci
1595,deleka,khianat
1596,"delit, delitan",mudah tersinggung
1597,demés,pesek (hidung)
1598,demi,adapun
1599,demit,tersembunyi rapat hingga sulit diketahui
1600,"dempés, ngadempes",tidak memperlihatkan diri dan tidak bersuara
1601,"dempét, ngadempet",menghimpit sambil menekan
1602,dempak,rata bagian atasnya
1603,dempes,"habis bagian yg dapat dipotong atau dipangkas (kuku, rumput, dsb)"
1605,demplu,gemuk tidak pantas
1606,dengék,ngadengek
1607,dengdeng,tetap
1608,"dengkék, ngadengkek","menjerit, mengeluarkan suara tarik karena merasa sakit"
1609,dengkéng,"dikatakan kpd orang, binatang (kuda) yang tulang belakangnya agak lengkung ke depan"
1610,dengkek,cekik
1611,dengklang,ngadengklang
1612,dengkleung,utk beijalan di tempat yang menurun
1613,"dengkluk, ngadengkluk",menunduk tiba-tiba karena terkilir
1614,"dengkut, dingkut",agak pincang 
1615,depek,rendah langit-langitnya (rumah)
1616,"depong, ngadepong","mendekam tanda hormat, menungging (orang yg sedang mengintai)"
1617,deregded,kata utk lari
1618,"deres, redes",berjajar
1619,derewis,peminta-rninta
1620,"deruk, ngaderuk","tampak sedih, susah, nguyung"
1621,"deseh, kadeseh","kalah perang, terdesak dlm bidang usaha"
1622,"desek, ngadesek","desak, mendesak"
1623,"deudeug, ngadeugdeug","mengerumuni suatu kejadian yg mengagetkan (perkelahian, pertengkaran, dsb)"
1624,"deudeuh, mikadeudeuh","sayang, menyangi"
1625,"deudeul, ngadeudeul","tiang pendek di bawah galar, mendukung, membantu"
1626,deudeupeun,kaget
1627,"deuheus, ngadeheus ","dekat, mendatangi orang yg lebih tua atau majikan"
1628,deukeut,dekat
1629,deuleu,lihat
1630,deungeun,teman
