3455,"logog, ngalogog",melihat-lihat sambil mengangkat kepala agak kedepan
3456,logojo,algojo
3457,logor,"melulur, melicin"
3458,"lohen, diiket lohen",bersetangan kepala dgn cara atau bentuk yg sederhana
3459,"loher, ngaloher",beerbaring-baring atau tiduran tdk ada pekerjaan
3460,lohong,nakal
3461,lohor,tengah hari
3462,loji,kantor serta gudang atau benteng kompeni
3463,"loklok, ngaloklok","burung jenis elang yg berkeliaran malam hari, menelan telur (ayam) mentah sekaligus"
3464,loleng,bahasa mengejek
3465,lolo,kotor
3466,"loloh, ngaloloh","mencari makanan binatang dgn makanan pilihan (ayam aduan, domba aduan, kuda pacuan, dll)"
3467,lolong,buta
3468,lolongkrang,tempat yg lowong atau kosong antara dua bangunan
3469,lolos,"lolos, terlepas dr kurungan atau kepungan"
3470,loma,"akarab, karib"
3471,lomar,setengah kepala
3472,lomari,"almari, lemari"
3473,lomba,lubang yg besar
3474,"lomba, panca lomba","lumba, pertandingan lima jenis cabang atletik"
3475,lombang,lubang yg besar
3476,lompong,daun talas serta gagangnya
3477,loncer,langgar
3478,londok,binatang sejenis tokek
3479,lucur,lacur
3480,luhur kokopan,angkuh
3481,luncat mulang,tak bisa dipegang janjinya
3482,maen,main judi
3483,makaya,mencari nafkah
3484,make,memakai
3485,makung,"menahan orang beberapa waktu utk dipekerjakan,  menambatkan binatan supaya tidak lepas"
3486,malar,mengharapkan agar supaya
3487,mamaos,tembang
3488,mamaos,tembang
3489,mamrih,ada maksud
3490,manahoreng,kata utk menunjukan sesuatu yang tak di sangka-sangka
3491,mangani,makan mewah
3492,mantri ulu-ulu,pegawai pengairan di kecamatan
3493,maos,membaca
3494,mapalangi,menghambat mengganggu
3495,mateni,membunuh
3496,meber-meber totopong heur,mengatur-atur rezeki yang sedikit agar mencukupi
3497,melendung,menggelembung karena ditiup
3498,melenghir,bau sedap yang menyebar
3499,melesed,tergelincir
3500,melet,memasang pekasih
3501,meleteng,lari cepat sekali
3502,mencal,mencil
3503,meneran,kena sasaran
3504,mengangkruk,tidak main sama sekali
3505,mengpet,mengpetan
3506,mengpeun carang,pura-pura tidak tahu
3507,mentangkeun gondewa,merentangkan tali busur
3508,mentelu,kerabat keturunan ketiga
3509,merdik,bebas
3510,mere-maweh,"sukata (berderma), mudah mengeluarkan uang (mentraktir)"
3511,meredel,terus melahirkan (anak)
3512,meredong,gelap
3513,merejel,keluar karena ditekan (tapal gigi)
3514,merejih,menetes (benda cair yang agak kental)
3515,merekela,banyak permintaan (anak)
3516,merekenyenyen,bunga jengkol
3517,mereketengteng,regang
3518,mereketetet,tidak (mau) membesar (tanaman)
3519,merekis,banyak isinya (saku)
3520,mereko,mendeko
3521,merelek,terus-terusan menguap
3522,merem jw,agak buta
3523,merenyeng,mengotot mau pergi karena marah
3524,meresan,beres-beres
3525,merewedeng,keras kepala
3526,meri,itik
3527,merih pati,diperih pati
3528,mertua,mertua
3529,merul,banyak (orang) yang datang
3530,mesem,tersenyum
3531,mesin,mesin
3532,mesum,muram
3533,metafora,metafora
3534,metat,dipakai terus
3535,meteng jw,hamil
3536,metengkeun,membeli anak kerbau dsb yang dl kandungan
3537,meter,meter
3538,metet,penuh sekali (pst kopor dgn pakaian)
3539,metodeu,metode
3540,metra,ubahan dr netra
3541,metung,penuh (piring dgn nasi dsb)
3542,meubeut-meulit,membawa-bawa
3543,"meueus, meueusan",mendingan
3544,meugeus,sudah
3545,meuhpeuy,berbuah banyak (pohon buah-buahan)
3546,"meujeuh, eujeuh",sudah
3547,meujeuhna,sedang (pakaian)
3548,meujeuhna,cukup
3549,"meumeut, kameumeut",kekasih
3550,meungpeung,mungpung
3551,meunyi,ubahan dr meuli
3552,meupeus keuyang,melampiaskan kemarahan kepada orang yang tak bersalah atau barang
3553,meureun,barangkali
3554,meurit,kuman
3555,meusmeus,sebentar-sebentar  meueus
3556,meuting,meutingan
3557,meuweuh,sering sekali terjadi peristiwa yang tidak diharap
3558,mewah,mewah
3559,mewek,menangis
3560,mewok,diam terus di rumah
3561,mi,"emi, emih, nada kedua pd bunyi seni suara (da"
3562,miang,berangkat
3563,miang,pergi
3564,miceun salasah,mengalihkan perhatian yang mengusut
3565,midangdam,berbicara sambil menangis
3566,mihrab,mihrab
3567,miis,tiris
3568,mijah,terus bergerak (anak sedang bermain-main)
3569,mijahkeun,pamijahan
3570,mika,barang tambang yang tahan panas api
3571,mikolot,menganggap seperti kepada orang tua (ibu bapak dsb)
3572,mikra,makro
3573,mikropun,mikropon
3574,mikung,belum dewasa
3575,"mil, mel",mil (ukuran jarak)
3576,mili jw merebes mili,keluar air mata
3577,"miliar, milyar",1000000000
3578,milik,milik
3579,milisi,milisi
3580,militer,militer
3581,miliun,milyun
3582,mim,huruf arab
3583,mimbar,mimbar
3584,mimi,belangkas
3585,mimis,mimis
3586,mimiti,mulai
3587,minang,kependekan dr minangkabau
3588,minangka,"sebagai, agak lebih besar"
3589,minangsaraya,seraya
3590,minantu,menantu
3591,minatu,penatu
3592,mincrak,banyak bergerak waktu bermain-main
3593,minculak,"tidak umum (perilaku, persipatan)"
3594,minda,berganti
3595,mindel,bertutup mulut karena ada hal-hal yang tidak cocok dgn isi hati
3596,mindeng,sering
3597,mindi,nama pohon yang kayunya biasa dipakai bahan rumah
3598,mindo,kedua kali
3599,mindring,mencicil
3600,mineral,barangtambang
3601,"mineus, minus",kurang
3602,minge,"berhenti, beristirahat sebentar"
3603,minggat,melarikan diri
3604,minggig,"sebagian dr urutan, deretan aturan menari"
3605,minggon,mingguan
3606,minggu,ahad
3607,mingkeun,biarkan
3608,mingkin,makin
3609,mingpat,kerabat keturunan keempat  misan
3610,mingsai,singsal
3611,mini,kecil
3612,"minimeum, minimum",paling sedikit
3613,mintul,tumpul
3614,mintur,milu mintur
3615,minum,minuman keras
3616,minut,menit
3617,minyak,minyak
3618,minyak rambut,minyak rambut
3619,mios,pergi
3620,mipis,jeruk mipis
3621,mipit,memetik (buah
3622,"mirad, miraj",mikraj
3623,mirah,murah
3624,miring,miring
3625,miris,"agak takut, mudah-mudahan mendapat rezeki"
3626,mirong,berbuat serong
3627,misil,contoh
3628,miskat,tutup lampu dr kaca macam setolop
3629,miskin,miskin
3630,misri,"pisau-pisauan kecil dr kayu, bambu utk membersihkan kuku dan gigi mayat"
3631,mitembeyan,"mulai, memulai (khusus utk mengetam padi dan membikin jalan)"
3632,mitoha,mertua
3633,mitra,sahabat
3634,mitraliyun,mitraliur
3635,miuk,samiuk
3636,miwah,dan
3637,miyuni,mempunyai sifat
3638,mo (kependekan  dr hamo ),tak akan
3639,moa,"nama ikan, sebutan belut"
3640,moai mundur satunjang bea,sedikit pun tak akan mundur pantang mundur
3641,moal,tak akan: - hujan kawasna engke sore mah
3642,mobil,mobil
3643,mobilisasi,mobilisasi
3644,moci,nama sebangsa kue
3645,mocok (jawa),bekerja utk sementara waktu
3646,modal,modal
3647,modang,segi empat di tengah (tengah) setangan kepala yang tidak dibatik
3648,"mode, modeu",mode
3649,model,model
3650,moderen,moderen
3651,modin,modin
3652,modos,melarikan diri
3653,"moe, moekeun",menjemur di bawah sinar matahari
3654,moes,kata utk menandakan tak akan memberikan
3655,mogok,tidak mau bekerja
3656,moha,tidak tahu balas budi
3657,"mohal, pamohalan",mustahil
3658,moheded,jelek (kedudukan)
3659,moheng,memaksa mau dipenuhi permintaannya (anak)
3660,mohong,mehong
3661,mojang,gadis
3662,"mojud, maujud",maujud
3663,mokaha,tak berapa
3664,mokla,"darah, minyak wangi"
3665,mokprok,"dua perkara, lebih berbarengan waktunya"
3666,"mol, emol",mur
3667,mole,mole
3668,"molelel, pait molelel",pahit sekali (kina dsb)
3669,"molohok, olohok","wajah yang merasa heran, kaget"
3670,molongpong,tiada yang mengalangalangi (jalan lurus)
3671,molopos,modos
3672,molor,tidur
3673,molos,modos
3674,"molotok, ngolotok",mudah lepas dr bijinya (rambutan)
3675,momok,kemaluan perempuan
3676,"momong, mongmong, ngamongmong",memanjakan
3677,"momono, momonot",sejenis burung kecil
3678,"momore, ngamomore",meremehkan
3679,momot,muatan
3680,moncorong,"memancarkan cahaya (matahari, tempat berkumpul para mitra)"
3681,mondok,tidur
3682,mones,bagus
3683,monggang,nama suatu perangkat gamelan
3684,mongkleng,poek mongkleng
3685,mongmong,momong
3686,mongplo,gemuk serta cantik
3687,monjoto,monyoto
3688,monogram,monogram
3689,monong,kokod monongeun
3690,monopoii,monopoli
3691,monster,contoh barang (dagangan)
3692,montereng,"montering, mentering"
3693,montir,montir
3694,montok,gemuk
3695,montong,jangan
3696,monyah,ngamonyah-monyah
3697,monyas,cantik
3698,"monyenyeh, kunyinyi",kurus dan pucat
3699,monyet,monyet
3700,mopo,"berhenti berjalan kaki, bekerja karena sudah kehabisan tenaga, karena sangat lelah: mopo memeh nanggung, ngeok memeh dipacok"
3701,mopole,"penghabisan memetik, mengambil buah-buahan, umbi-umbian karena waktu tadi (sebelumnya) belum matang"
3702,moral,moral
3703,moreret,amat sangat (panas matahari)
3704,mores,daun pandan ukuran lebar 2 - 3 milimeter utk membikin (menganyam) topi
3705,"morfin, morpin",morfin
3706,mori,mori
3707,morokododod,merewedeng
3708,morokodokdok,memakai pakaian (baju)
3709,morontod,cepat bertambah-tambah besar dan sehat (anak)
3710,moros,mengundang menak (bangsawan)
3711,morse abjad morse,abjad khusus utk menelegram
3712,mortir,mortir
3713,mosi,mosi
3714,moskel,melarat
3715,mota,mota
3716,motah,marudah
3717,motekar,"melakukan bermacam-macam usaha utk memperbaiki nasib (penghidupan), menambah pengetahuan"
3718,motel,memilih satu persatu menurut ukuran besar-kecilnya
3719,moto,"moto, motto"
3720,motokor,pogor
3721,motor,motor
3722,motoris,motoris
3723,mowande,pasti
3724,moyang,buyut
3725,moyeg,gelisah
3726,moyo,sebutan tuma (kutu) yang sangat kecil
3727,moyodok,sering kalah
3728,muakad,yang lebih penting
3729,mualap,mualap
3730,mualim,mualim
3731,mualip,pengarang
3732,muasal,yang menjadi asal
3733,muat,muat
3734,mubadir,mubazir
3735,mubah,mubazir
3736,"mubaleg, mugalig",mubalig
3737,mubus,bersembunyi
3738,mubyar,memancar (cahaya)
3739,mucekil,banyak
3740,mucicid,spt yang kedinginan
3741,mucung,pucung
3742,"mud, emud",takaran beras
3743,muda,muda
3744,mudal,budal
3745,mudawarah ar,kerudung (haji) perempuan
3746,mudedes,"menderita kemunduran terus-terusan sehingga akhirnya jatuh bangkrut, sudah pembawaannya mencuri"
3747,mudegdeg,merasa tidak enak perut karena tidak keluar angin
3748,mudi,kemudi
3749,mudik,ke udik
3750,mudu,harus
3751,muga,moga
3752,mugen,tidak turut perintah
3753,mugia,semoga
3754,muhajir,muhajir
3755,"muhammad, saw",nama nabi penutup
3756,"muhara, muara",muara
3757,"muhlis, muklis",mukhlis
3758,muhrim,muhrim
3759,"mujaer, mujair",mujair
3760,mujarab,mujarab
3761,mujarad ar,mujarad
3762,mujijat,mujizat
3763,mujur,mujur
3764,muka,buka
3765,mukadam ar,mukadam
3766,mukadimah,"mukadimah, mukadimat"
3767,mukaha,mokaha
3768,mukalap,"mukalap, mukalaf"
3769,mukena,mukenah
3770,mukim,mukim
3771,muklis,mukhlis
3772,mukrim,muhrim
3773,mukti,kaya
3774,"mukukung, murukukung",kembung
3775,mula,mulai dr
3776,"mulamanti, ngamulamantian",berkali-kali memperingatkan
3777,mulan,diam di luar rumah waktu terang bulan
3778,mulan malan,berbulan-bulan
3779,mulang tamba,membalas budi
3780,mulangkeun,mengembalikan
3781,mulas,memberi warna
3782,mulasara,pulasara
3783,mulek,tidak keluar (asap dl ruang tertutup)
3784,"muli, cau muli",pisang yang pohonnya dan buahnya kecil tapi manis
3785,mulia,mulia
3786,mulih,pulang
3787,mulintang,malang-mulinta
3788,mulud,"mulud, maulud"
3789,muluk,sangat tinggi (terbang)
3790,muluk,muluk
3791,muluntu,habis sama sekali semua kepunyaannya
3792,mulus,tiada cacat (barang
3793,"mulya, mulia",mulia
3794,mumbul,"muncul, timbul dr dl ke permukaan air"
3795,mumfarid,"sendiri, menyendiri"
3796,mumin,orang beriman
3797,mumul,tidak mau
3798,"mumule, ngamumule","rnemelihara, memiara"
3799,mumuluk,sarapan
3800,mumunggang,bagian gunung yang menyerupai punggung
3801,mun,"kependekan dr lamun, kalau"
3802,"muna, butamuna ",bodoh sekali
3803,munajat,munajat
3804,munapek,munafik
3805,munara,menara
3806,munasabah,pantas
3807,muncang,kemiri
3808,muncereng,membelalakkan mata sambil marah-marah
3809,muncrut,"lebih dr menceret, mencirit"
3810,muncul,menampakkan diri
3811,"mundel, munel",penting
3812,munding,kerbau
3813,munggaran,mulai
3814,munggeng,di atas
3815,mungguh,adapun
3816,mungkar,mungkar
3817,mungkered,ubahan dr murengked
3818,mungkuk,besar punuk sehingga kuduk hampir tak terlihat
3819,mungpulung,riung-mungpulung  riung
3820,"munjukul, menjekul",agak menonjol (bisul dsb)
3821,munjungan,memberi salam kpd orang tua dgn hormat (sambil berlutut dsb)
3822,munkar jeung nakir,munkar dan nakir
3823,muntab,muntab-muntab
3824,muntah,luntur
3825,muntang,memegang kpd sesuatu agar tidak jatuh
3826,munyung,manyang-munyung
3827,mupakat,mupakat
3828,muput,mengasapi
3829,mur,mur
3830,murad,murad
3831,murang-mareng,atau murang-maring
3832,murbeng,kependekan dr murba ing
3833,murda,kepada
3834,muriang,demam
3835,murid,murid
3836,murjangkung,ubahan dr jan pieterzoon coen
3837,murka,menginginkan yang bukan-bukan
3838,murngkalih,anak kecil
3839,murni,tulen
3840,mursid,mursyid
3841,murtad,murtad
3842,murub,menyala
3843,murucut,muncrut
3844,muruhpuy,tidak padat
3845,muruk,wuruk
3846,murukukung,kembung
3847,murus,muncrut
3848,muruy,bercermin pd permukaan air
3849,musabab,sabab
3850,musafir ar,musafir
3851,musanip ar,keterangan
3852,musapir,musafir
3853,musawarah,musyawarah
3854,musibah,kesulitan
3855,musibat,"musibat, musibah"
3856,"musieum, musium",museum
3857,musik,musik
3858,musim,musim
3859,musing,pusing
3860,muskil,muskil
3861,muslihat,muslihat
3862,muslimat,perempuan muslim
3863,musna,hilang
3864,musola,tempat salat (bukan masjid)
3865,musrik,musyrik
3866,mustahik,yang berhak menerima zakat
3867,mustahil,mustahil
3868,mustail,mustahil
3869,mustajab,mustajab
3870,mustaka,puncak menara
3871,mustaki,kemenyan arab
3872,mustakim,mustakim
3873,mustamal,cai mustamal
3874,"mustapa, mustopa",gelar nabi besar muhammad saw
3875,mustari,nama planet yupiter
3876,mustika,mestika
3877,musuh,musuh
3878,musung,pamustungan
3879,musung,sanglir
3880,mutalaah,mutalaah
3881,mutasar,mukhtasar
3882,mute,mute sejenis manik-manik
3883,mutiara,mutiara
3884,mutiktrik,perut kembung karena kenyang (banyak) makan
3885,mutlak,mutlak
3886,mutmainah ar,ketenangan batin karena sudah makrifat kpd allah swt
3887,mutu,alat utk menghaluskan sambal
3888,muyudun,"murung karena susah, sakit"
3889,muyuntud,kusut (bulu ayam yang sakit)
3890,na,kependekan dr naha
3891,naas,sial (tt waktu): hari yang -
3892,nadar,nazar
3893,nadran,ziarah ke kuburan (biasanya sambil menebarkan bunga-bungaan)
3894,nagara,negara
3895,nagasari,nama tumbuh-tumbuhan sb petai cina
3896,nagrak,tanah kering dan gersang
3897,nagri,negeri
3898,naha,mengapa
3899,"nahaon, naon",apa
3900,naheun bubu pahareup-hare,saling berhutang sampai kagok utk menagih
3901,najan,walaupun
3902,naker,amat
3903,nakleuk,berduyun-duyun
3904,naktak mundak,mengerjakan pekerjaan kasar
3905,naktu,nilai huruf sunda (jawa) berupa angkata utk mengetahui baik-buruknya perkawinan
3906,nalaktak,nakal
3907,nalangsa,sedih
3908,nalendra,baginda
3909,nalika,waktu
3910,"nam, man",kata utk pergi
3911,nambleg,persis
3912,nami,nama
3913,nampuyak,lembek spt nangkata busuk yang jatuh di tanah
3914,"namung, mung",hanya
3915,"nandang, nandangan",mengalami
3916,nandangan,sedang dilanda gandrung
3917,nanggerang,tempat yang tinggi (pegunungan)
3918,nanggung bugang,ditinggal mati oleh adik dan kakak
3919,nanging,tapi
3920,nangkoda,nakhoda
3921,nangkorek,tempat di lembah sebaliknya dr nanggerang
3922,nangna-nengne,dinangna-nengne
3923,nangtawing,terjal
3924,nangunjar,sambil duduk menjulurkan kedua kaki
3925,nanjung,mujur
3926,naon,apa
3927,napsi-napsi,(ber)nafsi-nafsi
3928,narah,tidak mau
3929,naratayan,berjatuhan sepanjang jalan
3930,naroknok,baru tumbuh
3931,nastini,hati-hati
3932,"nata, raja","hak penuh, 100%, sarat mutlak, syarat yang tidak boleh tidak harus dipenuhi"
3933,natrat,jelas
3934,nauhneur,montok
3935,nawing,nangtawing
3936,nayaga,penabuh gamelan
3937,nayeum,nanayeumeun
3938,neba,berserakan
3939,nedeng,sedang
3940,negla,tampak jelas (pemandangan dilihat dr atas)
3941,negrak,mudah terlihat (barang
3942,neja,maksud
3943,nembres,jelas terlihat oleh umum
3944,nemprak,"menebarkan di atas tanah, air (daun teratai dsb)"
3945,nendeng,menandingi
3946,neneh,tambahan karena sayang: ucen - dr husen
3947,neneng,nama panggilan kpd anak perempuan dr golongan menengaha
3948,nenggang,berjauhan dgn yang lain
3949,nenggel,telak
3950,nengterewelang,membantah terus-menerus dgn ucapan
3951,nengtereweleng,bandel
3952,nengtet,menyembul sedikit
3953,nepong,membonceng (tanpa membayar)
3954,nerag,kasar
3955,netra,mata
3956,neut,kata bangun (udang)
3957,neuteuli,dendam
3958,newo-newo,mengganggu (yang bekerja): mun kolot keur digawe
3959,ngababakan,mendirikan daerah atau kampung baru
3960,ngabadegakeun,memperlakukan seperti pada
3961,ngabadegakeun,memperlakukan spt pd badegaa (pembantu)
3962,ngabaekeun,menganggap enteng
3963,ngabajeg,memotong urat antara tumit dan buah betis
3964,ngabaketrak,teuas ngabaketrak
3965,ngabandaleut,beriringan (panjang sekali)
3966,ngabangkeung,hilang keseimbangann hingga tak dapat berdiri tegak seperti yg pusing
3967,ngabebegigan,menakut-nakuti
3968,ngabebeskeun,mencelakakan
3969,ngabeledug,meledak sambil menimbulkan suara
3970,ngabelegedeg,berdiri tinggi besar
3971,ngabibira,"menakut-nakuti (agar tak jadi, tak kembali lagi)"
3972,ngabigeug,diam
3973,ngaborogod,membelenggu
3974,ngabrangbrangkeun pikir,berusaha menentramkan pikiran agar terlupa gala kesulitan dan kesusahan
3975,ngabrigbrig,lari-lari anjing
3976,ngabubuhan,"berombongan (gajah, serigala, dsb)"
3977,ngabuburit,jalan-jalan menunggu waktu sore
3978,ngabudeg,tidak berbicara
3979,ngabuih,bercakap terus tanpa berhenti
3980,ngabungbang,tidak tidur sernalam sutk
3981,ngaburiai,keluar dr dl tanah (air)
3982,ngaburujul,membajak tanah darat
3983,ngadalak,mendatangi orang utk mendarat
3984,ngadalingding,tercium bau harum (agak lama terciumnya)
3985,ngadangkal,menyengaja (menyediakan waktu utk mengerjakan sesuatu)
3986,ngadoni,menceritakan kekesalan hati kpd orang lain yang kiranya dapat menghibur (at menolong)
3987,ngadupak,menyenggol
3988,ngaduruk,membakar
3989,ngaeh,tidak henti-hentinya meminta sebelum dikabulkan
3990,ngageuyeunggeung,sakit terus-menerus
3991,ngahampura,memaafkan
3992,ngahanca,memulai menggarap sesuatu pekerjaan
3993,ngahangkeutkeun,meningkatkan
3994,ngaharegung,merintih agak keras karena sakit
3995,ngaharep,mengharap
3996,ngahariring,berdendang
3997,ngaharu-biru,menghalangi orang lain /menggaggu
3998,ngaharu-haru,menghalangi kehendak
3999,ngahatean,memberi hati
4000,ngahegak,termengap-mengap
4001,ngahelar,arak-arakan
4002,ngaherang,melek
4003,ngahileudan,menghalani niat orang lain
4004,ngahilian,menukar
4005,ngahiras,kehidupan
4006,ngahurup,beramai-ramai
4007,ngajangkari,ada sisanya
4008,ngalagena,mengandung vokal a pd suku kata: pa-ja-ja-ran-ga-la-ta-ma dst
4009,ngalalana,berkelana
4010,ngalamuk,tampak samar-samar di kejauhan spt gunung dsb
4011,ngalanteg,tumbuh sangat banyak di satu tempat
4012,ngalap hate,mengambil hati
4013,ngalempreh,terbaring tanpa bergerak (orang yang sakit payah)
4014,ngaley,meleleh
4015,ngalindur,mengigau
4016,ngalowong,melompong
4017,ngamonyah-monyah,menghambur-hamburkan uang (harta)
4018,ngampar,berbenah utk tidur
4019,"ngampihan, ngampihkeun",memasukkan binatang ke kandang
4020,ngan,hanya
4021,ngandel,percaya
4022,ngandung hate,berniat membalas karena sakit hati
4023,ngangah,terbukata (mulut)
4024,nganggit,mengubah lagu
4025,nganggut-manggut,mengangguk tanda hormat
4026,ngangkarawak,sobek besar
4027,ngangkaung,menangis sambil meraung-raung
4028,ngangken,menerima
4029,ngangkerang,mengundang
4030,ngangkrak,sukata bertengkar (anakanak)
4031,ngangkrang,berani memaki-maki suami
4032,ngangkruk,tak makan karena sangat miskin
4033,ngangles,menolak
4034,ngangluh,murung
4035,ngangres,pilu
4036,ngangsed,maju
4037,ngangsel,mengganjal
4038,ngangsitken,mengerjakan dengan cepat
4039,nganjang,bertamu
4040,nganteubkeun,menekankan
4041,nganti,menunggu
4042,ngaos,ngaji
4043,ngaraja dewek,memerintah negara menllrut kehendak hatinya saja
4044,ngaran,nama
4045,ngarangkay koja,pd permulaan baik
4046,ngarangna cibeas,orang yang pernah di sakiti
4047,ngaray,menjemur padi
4048,ngarugal-rigel,mengatur barang
4049,ngasakojengkang,hanya sekejap mata
4050,ngaseuk,menugal
4051,ngati-ngati,mengancam
4052,ngawahan,mengambil ancang-ancang
4053,ngawangun,membangun
4054,ngawarah,mengajar
4055,ngawayuh,beristri banyak
4056,ngawengkang,membidik
4057,ngawewelingan,memberi peringatan
4058,ngawuluku,membajak
4059,ngayuga,menyebabkan
4060,ngebrak,terang sekali
4061,ngeceblek,berceloteh
4062,ngecrek,hujan terus-menerus
4063,ngehkeh,batuk terus-terusan
4064,ngelak,berbunyi
4065,ngeleyed,tampak pendiam padahal nakal
4066,ngemploh,rimbun (berdaun banyak)
4067,ngempray,ngebrak
4068,ngempur,bercahaya
4069,ngendat,"panjang serta lurus (garis, jalan)"
4070,ngendong,menginap
4071,ngenes,sakit hati
4072,ngengkreng,"suara, bunyi yang tinggi nadanya"
4073,ngentab,panas hati (karena marah)
4074,ngepruy,hujan yang spt abu halus yang terbawa angin
4075,ngeres,terasa kasar (spt ada pasir
4076,ngeret,mengerip (spt tikus
4077,ngerewih,berceloteh
4078,ngetrek,bekerja sedikit demi sedikit dan tekun
4079,ngetrik,berjalan perlahan-lahan
4080,ngeunah,enak
4081,ngeungkeuy,ngaleut
4082,ngeuyeumbeu,mengalir sangat lambat (air)
4083,ngewa,benci
4084,ngiangkeun,memberangkatkan
4085,ngibing,menari
4086,ngider,berkeliling kampung
4087,ngijih,musim hujan
4088,ngikintil,turut serta pada orang lain
4089,ngirabkeun buuk,mmengubah-ubah atau menyibakkan rambut
4090,ngiras,merangkap dua jabatan
4091,ngiruhan cai,membuat keruh pada air
4092,ngisat diri,mengurangi makanan dan minuman utk mencapa suatu tujuan atau cita-cita
4093,ngoceak,menjerit
4094,ngocek,mengaduk (bubur
4095,ngocoblok,berceloteh
4096,ngocok,mengocok
4097,ngocomang,ngocoblok
4098,ngocor,mengalir
4099,ngocoy,keluar air lendir di hidung
4100,ngodeder,memakai kain tanpa ikat pinggang
4101,ngodek,"melepaskan barang kecil dgn kuku, ujung pisau dsb"
4102,ngodok,memasukan tangan ke dalam saku
4103,ngoer ngoerkeun,menggeser barang kecil dgn kaki
4104,ngoet,mencakar
4105,ngohkoh,batuk terus-terusan
4106,ngohkoh,batuk terus-terusan
4107,ngohngor,tonggos (tt gigi depan yang atas)
4108,ngojay,berenang
4109,ngojayan,merenangi
4110,ngojengkan,"melintas, berlalu dgn cepat"
4111,ngojot,"mandek, tidak lancar"
4112,ngokoh,makan nasi dicampur masakan berkuah dgn tangan
4113,ngokok,diam saja di rumah
4114,ngokolakeun,mengola bahan
4115,ngokop,merasa lebih segala hal d orang lain
4116,ngoleang,melayang
4117,ngolear,berlalu
4118,ngolebat,kelihatan sejenak
4119,ngolembar,muncul di atas air (ikan yang mabuk)
4120,ngolesed,menyingkir perlahan-lahan
4121,ngoletrak,tidak ada airnya
4122,ngolong,lewat di bawah usungan jenazah
4123,ngolosod,turun perlahan-lahan
4124,ngolotan,tambah usia
4125,ngolotkeun,"memasak (dodol, wajik, dsb)"
4126,ngoloyong,berjalan terhuyung-huyung spt orang mabuk
4127,"ngomboan, ngamboan",berganti suara (laki-laki yang meningkat remaja)
4128,ngomean,memperbaiki
4129,ngompes,memeriksa tersangkata pada tingkat pertama
4130,ngompetkeun,melipatkan daun pisang supaya ringkas
4131,ngompod,sikap penakut
4132,ngoncrang,suara terang
4133,ngong,kata utk mulai menyanyi: - tembang
4134,ngongkled,menggendong terus menerus
4135,ngopepang,"segala diraba, dipegang (spt orang yang hanyut)"
4136,ngora,muda
4137,ngorobokan,mendahului orang yang berhak
4138,ngorok,spt mendengkur (orang yang sekarat)
4139,ngosom,bercerita tak jelas karena mulutnya berisi makanan
4140,ngoyok,mandi lama (di dlm air)
4141,ngreng,besar
4142,ngubek,mengacau
4143,ngulampreng,lewat
4144,ngulang-ngulang,menggoyang-goyangkan
4145,ngulayaban,mencari barang yang sangat dibutuhkan ke sana ke mari
4146,ngulet,sukata bangun siang
4147,ngulinken,mepermainkan
4148,nguluwut,murung
4149,ngumbara,mengembara
4150,ngunek-ngunek,dendam
4151,ngunggahkeun,mendatangi dengan maksud jahat
4152,ngungkaban,mebuka-buka
4153,ngungun,sedih
4154,nguntup,sanggup menguasai
4155,nguntuy,memilih
4156,ngupama,menghormati
4157,ngured,menjerat
4158,ngusik-ngusik,mengganggu
4159,nguyang,mencari makanan (padi
4160,nguyung,tidak gembira
4161,nila,biru tua
4162,nimu luang tina burang,mendapat pengalaman krn pernah mendapat kecelakaan
4163,ningnang,janggal
4164,nini,nenek
4165,nirca,nista
4166,nisakara,saniskara
4167,nista,hina
4168,niti,ilmu kenegaraan
4169,nodomang,menjangkau sambil merangkak
4170,nogtrog,bandel
4171,nohonan,memenuhi
4172,nokang,medapat untung dr dua pihak
4173,nombro,diserang penyakit sehingga tak berdaya
4174,nomnoman,yang muda-muda
4175,nomor buncit,nomor terakhir
4176,nonggerak,"tak terendam air, tertimbun tanah"
4177,nonghol,menjenguk
4178,nongnong,nonong
4179,nongtoreng,sangat panas (hari)
4180,nonob,panonoban
4181,nonoman,pemuda
4182,norostos,lancar berbicara
4183,noyek,penuh sesak
4184,noyod,"berjalan tanpa melihat ke kiri, ke kanan"
4185,nu,yang
4186,nugraha,ganjaran
4187,nuhun,terima kasih
4188,nuju,menuju
4189,nujuh bulan tingkep,selamatan dan upacara hamil
4190,numpi,"mengurung diri (tidak keluar dr rumah, kamar)"
4191,nundutan,mengantuk
4192,nurut buat,spt yang membuatnya
4193,nusud,lari meninggalkan suami
4194,"nya, enya",betul
4195,nyaah,sayang
4196,nyabak,meraba
4197,nyabok,menampar
4198,nyacag,mencincang
4199,nyacaka,membungkus diri menjadi kepompong
4200,nyacas,tampak jelas
4201,nyacat,berjalan kaki
4202,nyaho,tahu
4203,nyakclak,ngeclak
4204,nyaksrak,menyebar
4205,nyakutukeun,nyamakan
4206,nyaliara,menyebar kemana-mana
4207,nyalindang keun samping,menaruh kain pada bahu
4208,nyalingit,sakit perut
4209,nyalisib,mengenai sasaran tapi tidak telak
4210,nyambirat,muncrat
4211,nyambuang,menguap lalu baunya menyebar ke mana-mana
4212,nyamos,melesat
4213,"nyamu, sipat nyamu",barang-barang tekstil
4214,nyamur,menyamar
4215,nyana,tahu
