1528,damis,pipi
1529,dampal,kaki
1530,dampar,tempat duduk raja pd jaman dahulu
1531,dangah,agak menengadah
1532,dangan,mudah
1533,dangdan,berdandan
1534,dangdangrat,peralihan antara musim penghujan dan musim kemarau
1535,"danggeuak, dangheuak",duduk sambil melentingkan punggung dicondongkan ke belakang
1536,"dangiang, danghyang","sb mahluk halus yang menyebabkan kampung, rumah terasa menarik, membuat betah penghuninya"
1537,dangkak,telentang dgn kaki direnggangkan
1538,dangkal,matang tapi keras (buah-buahan)
1539,"dangong, ngadangong","sikap, berdiri dng muka agak mendongak"
1540,"dangu, ngadangu","denganr, mendengar"
1541,"dapang, ngadapang","menelungkup, meniarap, menengkurap"
1542,"dapon, darpon",agar
1543,daradad,kata utk bercerita panjang lebar
1544,darana,"sabar  sekali, besar pertimbangannya"
1545,daria,sungguh-sungguh
1546,"dasta, ngadastakeun",menghadapkan pegawai kecil kpd pembesar
1547,"daweung, ngadaweung","sikap, sikap pemberani, duduk merenung sambil memandang ke tempat yg jauh"
1548,dawuan,"saluran air dr kali ke sawah, ke kamp.ung"
1549,dawuh,ujar
1550,"dawuk, dawuk ruyung","abu-abu (warna bulu kuda), kuda yg warna bulunya abu-abu tua atau abu-abu kehitam-hitaman"
1551,"dawung, didawung","digunting, dipotong supaya bagus (kumis)"
1552,"dayagdag, ngadayagdag","duduk dgn badan sedikit bersandar ke belakang, akan menjengkang atau akan jatuh terlentang"
1553,dayang,dahulu gelar perempuan yang terhormat (dayang sumbi)
1554,dayeuh,"ibu kota negara, kabupaten"
1555,"deang, sideang",berdiang
1556,dedeg,dikatakan kpd tubuh orang yang tegap dan kuat
1557,dedek ,"dedak, bagian yang mengendap dr barang eair"
1558,"dedel, ngadedel","menjejali (bantal atau kasur dgn kapuk), menginjak tanah dgn keras"
1559,dedengkot,yang paling sigap dan teibanyak peogalamannya dl peneak silat dsb
1560,"dedet, ngadedetkeun",memaksa memasukkan barang kpd tempat yg sudah penuh atau kpd barang iain yg keras
1561,deet,dangkal
1562,degdegle,mudilh memukul dan tanpa bdas kasihan
1563,degdegler,mudah memukul dan tanpa belas kasihan
1564,"deger, ngadeger",bekerja sekuat tenaga
1565,degig,tidak mau menegur kpd orang yang sudah dikenal
1566,dek,"akan, hendak, geladak (kapal)"
1567,"dekem, ngadekem","dekam, mendekam"
1568,deker,kata utk mengerjakan sesuatu pekerjaan dtg khusyuk
1569,dekil,"penuh kotoran, penuh daki"
1570,dekok,dikatakan kpd bentuk yang tidak ada batang hidungnya dan mata yang eekung ke dalam
1571,"deku, sideku",berIutut
1572,"dekul, ngadekil",bekerja dng tekun tanpa menoleh ke kiri atau ke kanan
1573,deleh,lihat
1574,"delek, ngadelek",mengggerakkan mata menandakan tidak setuju atau benci
1575,deleka,khianat
1576,"delit, delitan",mudah tersinggung
1577,demes,pesek (hidung)
1578,demi,adapun
1579,demit,tersembunyi rapat hingga sulit diketahui
1580,dempak,rata bagian atasnya
1581,dempes,"habis bagian yg dapat dipotong atau dipangkas (kuku, rumput, dsb)"
1582,"dempes, ngadempes",tidak memperlihatkan diri dan tidak bersuara
1583,"dempet, ngadempet",menghimpit sambil menekan
1584,demplon,bangun tubuh yang elok dan berisi demplu
1585,demplu,gemuk tidak pantas
1586,dengdek,miring
1587,dengdeng,tetap
1588,"denge, ngadenge",mendengar
1589,dengek,ngadengek
1590,"dengkak, ngadengkak",duduk dgn kaki sebelah-menyebelah (naik kuda dsb)
1591,dengkek,cekik
1592,"dengkek, ngadengkek","menjerit, mengeluarkan suara tarik karena merasa sakit"
1593,dengkeng,"dikatakan kpd orang, binatang (kuda) yang tulang belakangnya agak lengkung ke depan"
1594,dengklang,ngadengklang
1595,dengkleung,utk beijalan di tempat yang menurun
1596,"dengkluk, ngadengkluk",menunduk tiba-tiba karena terkilir
1597,"dengkut, dingkut",agak pincang 
1598,deog - pengkor,timpang
1599,depek,rendah langit-langitnya (rumah)
1600,"depong, ngadepong","mendekam tanda hormat, menungging (orang yg sedang mengintai)"
1601,deregded,kata utk lari
1602,deres,"sering melahirkan, melancarkan mernbaca Al-Quran"
1603,"deres, redes",berjajar
1604,derewis,peminta-rninta
1605,"deruk, ngaderuk","tampak sedih, susah, nguyung"
1606,"deseh, kadeseh","kalah perang, terdesak dlm bidang usaha"
1607,"desek, ngadesek","desak, mendesak"
1608,"deudeug, ngadeugdeug","mengerumuni suatu kejadian yg mengagetkan (perkelahian, pertengkaran, dsb)"
1609,"deudeuh, mikadeudeuh","sayang, menyangi"
1610,"deudeul, ngadeudeul","tiang pendek di bawah galar, mendukung, membantu"
1611,deudeupeun,kaget
1612,"deuheus, ngadeheus ","dekat, mendatangi orang yg lebih tua atau majikan"
1613,deukeut,dekat
1614,deuleu,lihat
1615,deungeun,teman
1616,deungeun sangu,lauk-pauk
1617,deungeun-deungeun,orang lain (bukan kerabat)
1618,deupa,depa
1619,dewang,"sobek besar, lukata besar"
1620,dewek,saya
1621,diae-aeh,dianggap aneh
1622,dialung boyongkeun,dilempar (disuruh) ke sana- ke sini
1623,dialungboyongkeun,disuruh kesana kemari
1624,diamprokkeun,"sengaja dipertemukan, dijodohkan"
1625,dianggir,keramas
1626,dianggit,diansir
1627,dibadeuran,diganggu
1628,dibajigjag,diikat ke kirl dan ke kanan (spt disalib) sampai tidak berdaya
1629,dibuat,menuai padi
1630,"dicadong, dialas",dibatasi (makanan utk pesakitan)
1631,dicagerana,dibatasi
1632,dicapaan,diraba-raba
1633,dicawisan,disediakan
1634,diemple-emple,dltekan pelanpelan supaya menjadi tipis dan melebar
1635,"digdig, ngadidig",berjalan cepat penuh semangat
1636,"digleu, ngadigleu","berjalan perlahan-lahan, tampak spt berat melangkah kaki"
1637,dikerasan,dikerasi
1638,dikerid peuti,semua keluarga dibawa pergi
1639,"dikes, tidikes",keseleo
1640,dikisas,dihukum berat dan disaksikan oleh banyak orang
1641,dikoclok,digoyang-goyangkan tempatnya agar isinya bercampur
1642,dikocrotkeun,dikeluarkan dr botol melalui lubang kecil pd sumbatnya
1643,dikokotan,dirangkumng dgn kedua belah sayapnya
1644,dikomperdaunkeun,dipersamakan dgn orang yang besalah
1645,dikoncar,dibiarkan sekehendaknya
1646,"dilak, ngadilak",mengerlingkan mata menandakan marah atau berpura-pura marah
1647,dilem,tumbuhan yang daunnya wangi
1648,diminyak,memakai minyak (rambut)
1649,diminyakan,diisi dgn minyak
1650,dina,pada
1651,dingding bilik,tembok
1652,"dingklik, didingklik",tempat duduk utk seorang atau bangku kecil tanpa sandaran
1653,dingkul,bakul besar
1654,dingkut,pincang
1655,dinten,hari
1656,dipa,obor matahari
1657,dipadung-dungkeun,dipercepat supaya cepat selesai
1658,dipaitkeun,"ditetapkan dgn sungguh-sungguh (aturan, waktu, harga"
1659,dipakanan,diberi makan
1660,dipale,dibuat agar kuat dan gagah
1661,dipelentungkan,dilambungkan
1662,dipeleter,dikerjakan terus-menerus tanpa istirahat (orang atau binatang)
1663,dipidangkeun,dipamerkan
1664,"dir, edir",takabur
1665,"dirihdil, ngadirihdil",sering melahirkan dan jaraknya berdekatan
1666,disaksrak,dicari sampai ke tempat-tempat yang tersembunyi
1667,disasaak,dicabik-cabik
1668,ditu,menunjukkan tempat yang jauh
1669,diuar-uar,disebarsebarkan
1670,diubrak-abrik,dirusak sampai porak poranda
1671,diuk,duduk
1672,diuleg,diulek (sambal dalam cobek)
1673,diunggut-unggut,digoyang-goyangkan
1674,"diut, ngadingdiut",menangis yg lama namun tidak keras
1675,diwagel,ditahan
1676,diwangwang,dikira-kira
1677,diwewelan,dijejali
1678,diwewewlkeun,disuapkeun dengan paksa
1679,dobol,"bedah, bocor (karung, tambak, tanggul, dsb)"
1680,"dodoho, ngadodoho",bersembunyi menunggu musuh atau mangsa lengah
1681,dodoja,cobaan
1682,dodolo,"berani tanpa perhitungan, tidak mengingat keselamatan dirinya"
1683,"dodongkal, dodongkar",makanan yang terbuat dr tepung beras
1684,dodot,kain panjang yang lebili panjang dr yang biasa
1685,doglo,bodoh dan kurang pikiran (padahal suliah dewasa)
1686,dogong,palang
1687,"dohot, dahat-dohot",berjalan perlahan-lahan sambil membungkuk-bungkuk spt yg sedang mengintai
1688,doip,hina
1689,dok,kata utk menyatakan bahwa sesuatu (barang) sudah menjadi milik yang menemukannya lebih dahulu
1690,dokdak,ko kerja keras menggunakan kampak
1691,domas,delapan ratus
1692,"donca, ngadonca",menarik sekuat tenaga dng kaki menunjang
1693,"dongdolek, ngadongsolek",terus-menerus memaki-maki menghamburkan kedongkolannya
1694,dongdong. ngadongdon,mendatangi tempat yang akan diperiksa
1695,dongeng,dongeng
1696,"dongkang, ngadongkan",menjangkau mengambil barang yg agak jauh dr tempat duduk tanpa berdiri terlebih dahulu
1697,dongkap,tiba
1698,"dongkar, ngadongkar","menggali benda yg besar (batu, tunggul, dsb)"
1699,dongko,membungkuk spt yang sedang rukuk
1700,donto,demplon
1701,doran,tangkai pacul
1702,dosol,agak menonjol (pusat)
1703,dudud,ngadudud
1704,dudukuy,tudung
1705,"dudut, ngadudut","mencabut (rambut, bulu ayam, dsb)"
1706,dugi,sampai
1707,"duhung, kaduhung","sesal, menyesal"
1708,duit pamulang,uang kembali
1709,"dukdek, darukdek",sempit (banyak barang di ruang yang kecil)
1710,"dukduk, ngadukduk",bekerja lama dan terus menerus
1711,dulur,adik atau kakak kita
1712,dulur pet ku hinis,saudara kandung (seibu sebapak)
1713,dulur sabrayna,saudara sepupu (anak paman atau ua)
1714,"dulur tere, dulur paterea",saudara tiri
1715,dumeh,karena
1716,dumuk,diam
1717,"dungdung, tidungdung, tususut tidungdung","jatuh tengkurap, bekerja berat dan susah"
1718,"dungkuk, ngadungkuk",sesuatu yg mencuat di atas permukaan tanah
1719,"dungsang, kadungsang-dungsang","majikan, buah hati"
1720,dunungan,majikan
1721,dupak,nyenggol
1722,"dupak, ngadupak","menyenggoI, menabrak, melanggar"
1723,dupi,"ada pun, maka, jika"
1724,duruk,bakar
1725,duwegan,kelapa muda
1726,ea,suara bayi yg menangis
1727,eak-eakan,tertawa-tawa
1728,ear,gempar
1729,ebat,tergoda saat melaksanakan solat
1730,ebog,berbaring
1731,ebreh,tampak dengan jelas
1732,ecag,turun dari pangkuan / gendongan
1733,eces,jelas
1734,"eclok, geclok",meminjam uang sebentar
1735,"ecom, ngecom",berkata terus menerus ttg urusan yg tdk penting
1736,egang,beijalan dgn kaki agak renggang
1737,ejegeler,berjalan bulak - balik sambil marah
1738,ekol,alasan yg dibuat-buat utk melepaskan tanggung jawab
1739,elah-elih,susah dan berat karena makanan yg ditelannya terlalu besar
1740,elak-elakan,anak tekak
1741,"elay, ngelay",mengeluarkan ludah tdk disengaja (spt pd anak kecil)
1742,"eleg, ngeleg",mengajak bermain-main kpd anak-anak supaya gembira dan berani
1743,elegete,tidak mau diam
1744,eleh ku atah-atah,kalah begitu saja
1745,"eleh, ngelehan",mengalah sedikit
1746,"elekit, nyelekit","rasa sakit tusukan, rasa sakit yg menusuk ke hati, sedikit tapi sangat sakit"
1747,"elel, ngelel",mengeluarkan iidah
1748,elod-elodan /  ulad-elod,mudah tergoda
1749,"elod-elodan, ulad-elod","mudah tergoda oleh soal-soal lain waktu melaksanakan tugas pokok, tdk tekun (pekerjaan)"
1750,"elol, ngelol","kelihatan (datang, keluar)"
1751,emas kolot,emas murni
1752,"embah, sembah kuriling","sembah, minta maaf atau minta izin ke sana ke mari"
1753,embung,ogah
1754,emok,bersimpuh bagi perempuan
1755,emot,menjilati bibir sendiri
1756,emoy,empuk
1757,"empes, teu empes-empes","gerakan napas, diam tdk bergerak dan dan tdk berbicara"
1758,"emplad, ngemplad",panjang dan spt berper (sebatang bambu besar yg sedang dipikul)
1759,emut,ingat
1760,"encan, acan",belum
1761,encep,panggilan kpd anak laki-iaki
1762,"encod, ngencodkeun",meminjam uang atau barang terus kabur (menghilang)
1763,endog,telur
1764,"eneng, neneng",panggilan kpd anak perempuan
1765,engap,tidak dapat bernapas
1766,engeuh,sadar
1767,engkang,panggilan kpd kakak
1768,"engke, mangke",nanti
1769,engke-engkean,berjalan dengan sebelah kaki
1770,"enod, ngenod",memanjakan (anak)
1771,enok,"panggilan kpd anak perempuan, kpd wanita muda"
1772,"entep, ngentep",membereskan dan menyusun
1773,"entong, montong",jangan
1774,"entrag, entragan","biasa, lulusan, angkatan"
1775,"enudeuk, ngeundeuk-ngeundeuk",menggoyang-goyangkan (pohon atau cabangnya)
1776,"era, eraan","malu, pemalu"
1777,"ereng, nyereng","minyak kulit jeruk, merangsang ke hidung"
1778,"erong, kaerong, irong, kairong",tertaksir
1779,ese,biji
1780,"esod, ngesod",menggeser sedikit sedikit sambil duduk (karena lumpuh)
1781,"estu, estuning, pangestu","benar, sungguh, berkah, doa, selamat, sehat"
1782,etang,hitung
1783,eucreug,benar
1784,"eugeu, aga-eugeu",berhenti-henti waktu membaca atau waktu berbicara
1785,"euleugeug, eueuleugeugan",menggerak-gerakan leher karena ada makanan dsb yg sukar ditelan di kerongkongan
1786,"euleum, euleum-euleum","tidak ragu-ragu, tidak malu-malu, blak-blakan"
1787,"eulis, euis","panggilan kpd anak perawan, kpd anak perempuan umumnya"
1788,eumeul-eumeul,masih agak basah
1789,eunteung,kaca
1790,eunteup,hinggap
1791,eunyeuh,roboh
1792,eupan,umpan
1793,eurad,jerat
1794,eureun,berhenti sebentar
1795,eureup-eureup,gangguan di pernapasan sewaktu tidur
1796,eureut,kerat
1797,eusleum,agak gila
1798,eutik,kecil
1799,euweuh,tidak ada
1800,euyeub,banyak utk dipilih
1801,gaaleun,telah dingin dan keras
1802,gaang,anjing tanah
1803,gaber,bergelambir
1804,gableg,punya
1805,gabug,hampa
1806,"gacel, ngagacel","memegang-megang dan mengusap-ngusap serta menggosok supaya mengkilap (benda keras spt buah kenan, buah kemiri, dsb)"
1807,gadabah,melanggar sesuati yang dianggap suci
1808,gadag,inisiatip
1809,gadil,menanduk
1810,gado,dagu
1811,gaduh,punya
1812,gagabah,kurang hati hati
1813,gagalapakan,pinjam uang kesana kemari utk keperluan yang mendesak
1814,gagarubang,susah membawanya
1815,gahar,rasa makanan atau minuman yang menyegarkan
1816,gahel,rasa makanan atau minunan  kurang enak
1817,gahgal,dimakan begitu saja tanpa dimasak
1818,gajih bum,gaji yang dibayarkan kpd orang yang tidak bekelja
1819,gakgak,tertawa terbahak bahak
1820,galagar,belahan bambu yang panjang utk menjepit
1821,galapak,terbang dengan sayap memgenai barang di sekitarnya
1822,galar,kayu yang melintang antara dua tiang di kamar
1823,galayah,merebahkan atau membaringkan badan
1824,galendo,cirit minyak kelapa
1825,galentor,menciumi
1826,galenye,tingkah laku yang menarik perhatian pria
1827,galeong,maju sambil miring
1828,galeuh,"membeli, bagian pohon kayu yang tedapat di tengah tengah"
1829,galey,mengaduk
1830,galideur,menggeral gerakan kepala ke kanan dan kekiri
1831,galih,bendu
1832,galing,keriting
1833,galungan,berkelahi
1834,galur,bekas telapak kaki panjang
1835,gamah,terganggu
1836,gamblung,garung
1837,gambuhang,rakus
1838,gampang,mudah
1839,gamparan,"terompah kayu, panggilan kepada orang yang sangat dihormati"
1840,gampil,mudah
1841,gamuleng,montok
1842,gancang,cepat
1843,gandeng,berisik
1844,gandes,cantik
1845,gandet,tonjolan
1846,gandoy,tergantung
1847,ganggayong,ditunda tunda
1848,ganggong,lebat
1849,gantar,galah
1850,gantel,liontin
1851,ganyah,lembek
1852,gapay,meraba raba
1853,gapuy,menyentuh tanah
1854,garadag giridig,berjalan cepat mundar mandir
1855,garah,rusak
1856,garanggan,selalu merasa lapar
1857,garapyak,terbukata dan baik tegur sapanya
1858,garawang,segala dimakan
1859,gareuwah,ribut
1860,garewol,asal jadi
1861,garidus,dijual murah
1862,garihal,kasar
1863,garing,kering
1864,garit,jalur tanah yang akan ditanami
1865,garo,garuk
1866,garogol,kandang
1867,garung,tidak digarap
1868,garwa,istri
1869,gasah,menggosok- gosok
1870,gasil,cepat
1871,gasruk,bergesek
1872,gateng,menyala
1873,gawar,meminang
1874,gawil,tergantung
1875,gawing,tergantung
1876,gawir,tebing
1877,"gayem, ngagayem, digayem","memamah, dltelan dan dimuntahkan, dipikirkan matang-matang, dipertimbangkan baik buruknya atau untung ruginya"
1878,"gayer, ngagayer",hujan terus-terusan
1879,"gayot, ngagayot",tergantung tapi terkulai (barang yg agak besar)
1880,"gebah, ngagebah","mengagetkan, menggebah"
1881,"gebeg, ngagebeg","terperanjat (kaget), memandikan sambil dibersihkan dakinya"
1882,"geber, ngageber, gegeber","bergetar tapi agak keras, mengipasi (badan, api), telingan"
1883,"gebes, gegebes",menggeleng-gelengkan kepala dan menggerak-gerakkan tangan sbg pernyataan menolak
1884,gebis,jatuh
1885,"geblag, ngageblag","terbuka sama sekali (pintu, dsb)"
1886,gebog,pohon pisang tangkai
1887,"gebos, ngagebos",menggebos
1888,"geboy, ngageboy","herenang maju perlahan-lahan (ikan besar), menggerakkan badan spt ular melata"
1889,gebreg,menggigil
1890,gebret,besar sekali
1891,gebyag,tampak di mana-mana orang mengerjakan sesuatu yang sama
1892,"gebyar, ngagebyar, ngagebray",menge1uarkan cahaya (sinar) yg terrang-benderang
1893,gebyog,pagar dari papan
1894,geceg,senang sambil di pegang-pegangnya
1895,"gedag, ngagedag","menyala besar (api lampu, api pd kebakaran)"
1896,gede hate,besar hate
1897,gedeg,pagar yang terbuat dari bambu
1898,"geder, ngageder","gemuruh, hiruk pikuk"
1899,"gedig, ngagedig",berjalan semangat dan cepat
1900,gedog,tetap pendirian
1901,"gedur, ngagedur",menyala besar (api unggun dsb)
1902,"gegel, ngegel",mengigit
1903,gegeleng,sisa nasi yang menempel pd dulang
1904,gegem,teguh memegang
1905,gegerelengan,berguling-guling
1906,gegetuk,sampe
1907,geheng,hangus sekali
1908,"gehger, gehgeran","gempar, nama sejenis kacang-kacangan, latah"
1909,"geing, ngageingken","bangun, membangunkan"
1910,gejed,susah melangkah
1911,gejeh,berpakaian rapih
1912,gejilig,"kata utkberangkat, mangkat"
1913,"gejlog, ngagejlog","menjadi rendah (tanah), berkurang banyak (penghasilan)"
1914,gejos,menusuk
1915,"gejret, ngagejret",kata utk barang yg jatuh (ragrag)
1916,"gelang, ngagelang",memutar-mutar sesuatu di antara dua telapak tangan
1917,gelap,halilintar
1918,geledegan,belantara
1919,geleh,jijik
1920,gelehe,membaringkan
1921,gelek,berdesak desakan
1922,gelemeng,mengelemeng
1923,gelendut,bercerita
1924,geleng,tergilas
1925,gelenye,tingkah laku yg menarik hati pria
1926,"geleyu, ngagelenyu","selingan kecapi suling ketika sinden istirahat sebcntar (mengambil napas) antara dua bait atau dua baris, tersenyum manis sekali"
1927,gelis,cantik
1928,gelo,gila
1929,gelogedeg,kata utk benda yang timbulnya secara luar biasa: beledug bom bitu
1930,gembeyek,gemuk
1931,gembreng,berkain panjang hampirmenentuh tanah
1932,gemet,jelas
1933,gemi,hemat
1934,"gemol, ngagemol",terus-terusan menyusui (bayi)
1935,"gempel, ngagempel",menuai padi tidak dng tangkainya
1936,gemplek,sangat lebat
1937,gempor,lumpuh
1938,genah,senang sekali
1939,"genclang, ngagenclang","jernih sekali (air, barang yg bersih), terang (lampu)"
1940,"gendang, ngagendang",buncit mengkilap atau kemerah-merahan (bisul yg akan pecah dsb)
1941,gendek,melekat
1942,genek,agak biru pada daging
1943,genep,enam
1944,"genggem, digenggem ","dikepal, dipegang"
1945,genggerong,tenggorokan
1946,genjlong,goncang
1947,genjur,lembek
1948,"gentak, ngagentak","tiba-tiba, segera menjadi"
1949,gentelkeak,tidak mau jauh dari ibu
1950,gentos,ganti
1951,"gentra, ngagentraan","suara (orang), memanggil"
1952,gentreng,sukata bertengkar
1953,genyah,cepat besar
1954,"geol, ngageol",menggerakkan pantat ke kanan dan ke kiri
1955,gepeng,pipih
1956,"gepor, ngagepor",duduk (tanpa tikar dsb) di lantai
1957,gerah,gembira
1958,"gere, ngagere",mengorek dan memutar sesuatu utk membersihkan lubang
1959,gerecek,terbuka
1960,"geregel, ngagaregel","memotong tidak sekali gus putus, terasa saat lewatnya di kerongkongan"
1961,"gerejud, ngagerejud",menipu
1962,"gereleng, ngagereleng",menggelinding; bergling-guling
1963,"geremet, ngageremet","memikirkan rabasla atau masalah yg belum mengerti, masih ada rasa penasaran, belum puas sanla sekali"
1964,gerentes,berita yang masih di bisikan
1965,"gerenyih, ngagerenyih",meminta atau menuntut terus selama permintaan atau tuntutannya belum dikabulkan
1966,geret,garis utk tanda
1967,"geret, ngageret, digeret","garis utk tanda, tanda batas, dibatasi (beianja, pengeluaran uang, dsb)"
1968,"gerewek, ngagerewek","berteriak, menjerit (perempuan)"
1969,gereyek,banyak
1970,"gereyem, ngagereyem","berkata-kata (berbicara) perlahan-lahan, tdk jelas kedengarannya"
1971,"gerih, ngagerihan","mengisl agar
garam meresap (ikan mas, gurame, dsb), asa digerihan, disakiti hati"
1972,"gero, ngagero","mengeluarkan suara keras karena kaget atau ada bahaya, berteriak"
1973,geroh kageroh,terurus
1974,geruh,ribut
1975,"gerus, ngagerus",melumatkan cabai dsb
1976,"gesrek, pagesrek",bergesekan
1977,getas,mudah patah
1978,geten,memperlihatkan rasa sayang
1979,"geter, ngageter",gemetar
1980,getih,darah
1981,getol,rajin
1982,"geubra, ngageubra","tidur nyenyak, tidur lelap"
1983,geueuman,menimbulkan rasa takut
1984,"geuning, geningan",kata untuk mengeraskan dlm menunjukkan
1985,geura,cepat
1986,geus,sudah
1987,geus meujit,sudah mengerti betul-betul
1988,geuwat,cepat
1989,"geye, pageye-geye","duduk atau berdiri yg sangat berdekatan (orang),rapat sekali sehingga atap-atapnya beradu (rumah)"
1990,"geyer, ngageyer, digeyer","terus-terusan hujan besar (dua atau tiga hud), diberi banyak dan terus-menerus "
1991,"gibeg, ngagibeg","menggerakkan badan bagian atas ke samping dgn cepat, maju sambil menggerakkan badan ke samping (ikan besar dalam air)"
1992,"gicel, ngagicel",geol
1993,"gideug, ngagideug",menggeng-gelengkan kepala (pernyataan menolak)
1994,gigih,nasi setengah matang
1995,gigir,di samping
1996,gigis,takut
1997,gikgik,tertawa yang di tahan
1998,"gilek, ngagilek",bergerak sedikit ke samping (kepala)
1999,"giler, gular-giler",bergerak sedikit ke kanan atau ke kiri (mata)
2000,gilig,tetap hati
2001,"gilincing, ngagilincing","tidak membawa apa-apa, sudah tidak punya sesuatu pun"
2002,"gimbung, ngagimbung",berkumpul berdsak desakan
2003,gimir,khawatir
2004,gindi pikir belang bayah,berhati jahat
2005,ginding,berpakaian bagus
2006,ginggiapen,rasa takut
2007,"gingsir, ngagigsirkeun","ubah, menjual"
2008,giras,liar
2009,giridig,sering kedatangan atau kelewatan
2010,"gisik, ngagisik, gigisik",menggosok-gosok pelupuk mata
2011,giung,terlalu manis
2012,"giwar, ngagiwar",menyimpang sedikit dr tempat yg dituju (anak panah)
2013,"giwing, ngagiwing",menjinjing sesuatu sambil diayun-ayun (benda kecil)
2014,giyet,berjalan sambil menggerak-gerakan pantat
2015,"goak, ngagoak",menjerit mau menangis dsb
2016,gobrah,terlalu besar
2017,goco,menekan dengan ibu jari tengah
2018,godeg,menggerakan kepala
2019,godos,sejajar
2020,"goeng, ngagoeng","berputar, berpusing"
2021,gohgoy,batuk
2022,"golak, ngagolak",mendidih
2023,"golang, ngagolang",berputar
2024,"goleah, ngagoleah",berbaring perlahan-lahan
2025,"goledag, ngagoledag",berbaring tanpa bantal
2026,golenceng,terguling
2027,"golepak, ngagolepak, tinggolepak","jatuh telentang, berjatuhan"
2028,"goler, ngagoler","berbaring dgn tidak bergerak-gerak dan tanpa bantal di atas tanah dsb, berada atau terletak di atas tempat yg rata (barang) tergeletak"
2029,"goletak, ngagoletak","bergeletakan (orang, benda)"
2030,golodog,tangga rumah
2031,golokgok,kata utk menuangkan airdri kendi
2032,"golontor, ngagolontor",mengalir besar (air dr pancuran)
2033,goloyoh,berbaring berlahan-lahan
2034,"gomeng, digomeng-gomeng","diurus, diganggu"
2035,gomplok,lebat dan banyak
2036,"gonjak, ngagonjak","berkelakar, bersenda gurau"
2037,"gonyok, ngagonyok","berkumpul berdekatan sekali (orang, binatang, tanaman, dsb)"
2038,gorah ngagorah,bercerita lama
2039,gorejag,mudah bangun
2040,goreng,jelek
2041,"gorenyang, pagorenyang",berebut-rebutan saling mendahului utk mengambil sesuatu
2042,"gorolang, ngagorolang",lancar dan cepat dlm membaca atau cerita
2043,"gorolong, ngagorolong","bergelincing, menggelinding (benda yg bulat spt bola dsb)"
2044,"gorowok, ngagorowok","berteriak, menjerit (laki-laki)"
2045,gote,jelek
2046,"gotrok, ngagotrok","mendidih berbual-bual, menggelegak (air yg sedang dimasak)"
2047,"goyot, ngagoyot",menggantung
2048,"guar, ngaguar",membuka (bungkusan dsb) kemudian mengambili atau mempehatikan isinya
2049,gubag gabig,bergoyang goyang
2050,"gudag, ngagudag","menyala besar (api), berkobar-kobar"
2051,gudar-gedor,menjual sesuatu dgn harga murah
2052,gudug,ngaguduk
2053,gugah,bangun
2054,"gugu, ngagugu","menurut, patuh (kpd nasihat orang dsb)"
2055,gugurah,berkumur
2056,guguyon,jenaka
2057,"guher, ngaguher",tidur nyenyak
2058,"gujek, ngagujek","mengajak, meminta atau menyuruh dgn paksa"
2059,gujrud,gempar
2060,gulangkep,saudara baik
2061,"gulawing, ngagulawing",jatuh tapi tergantung
2062,"guligah, ngaguligah","tidak tenang, gelisah (karena memikukan sesuatu yg sulit , dsb)"
2063,guliksek,mendesak
2064,"gulipak, ngagulipak",jatuh berguling sampai miring
2065,"gulitik, ngagulitik",jatuh terguling
2066,"gulutuk, ngagulutuk",berguling-guling terdengar suaranya (benda keras)
2067,gumantung,buah-buahan yang menggantung pada pohonnya
2068,gumujeng,tertawa
2069,gundam,mengigau
2070,gunduk,ngagunduk
2071,"guntayangan, ngaguntayang",meloncat-loncat sambil memegang dahan kayu (kera dsb)
2072,guntur,banjir
2073,"gupay, ngagupayan",memanggil sambil menggerak-gerakkan tangan
2074,gupuy-gapay,meraba-raba
2075,gura-giru,terburu-buru
2076,gurat,garis
2077,gurawes,terjal
2078,"gurawil, ngagurawil",jatuh dr tempat yg tinggi karena kurang kuat memegang
2079,gurinjal ngagurinjal,menggerakan badan dengan tenaga
2080,"gurubug, ngagurubug",terperanjat
2081,"gurumut, ngagurumut",mengerumuni
2082,gurunggusuh,tidak tertib
2083,"gusruk, ngagusruk",menggosoki
2084,guyang,mandi dalam ukbang(an) (kerbau)
2085,habek,memukul
2086,haben,terus-menerus
2087,hade,bagus / baik
2088,haeut,mempercepat
2089,hagal,sengaja mendirikan bangunan
2090,haget,tiba-tiba mau
2091,hahayaman,mainan ayam
2092,haim,menghina
2093,haja,sengaja melakukan karena protes
2094,hakan,makan
2095,hakekat mikung,ilmu hakekat yang sesat
2096,halabhab,haus
2097,haleungeum,redup
2098,haleuung,suara yang menyayi
2099,halimpu,merdu
2100,halodo,musim kemarau
2101,haloghog,tinggi besar tapi masih muda anak laki-laki
2102,hamham,ragu-ragu
2103,hamo,tak akan
2104,hampang,ringan
2105,hampos,terlalu banyak ruang kosong
2106,hampura,maaf
2107,hanaang,dahaga
2108,hanca,pekerjaan yang di tunda
2109,handap,bawah
2110,handapeun,tertindih barang
2111,handeueul,menyesal
2112,haneut,hangat
2113,haneut kuku,panas sesuai suhu tubuh
2114,haneut teun,suasana gembira
2115,hanggor,setangkai
2116,hanggru,bau busuk
2117,hangit,bau rambut yang terbakar
2118,hangkeut,dekat dengan waktu yang sudah di tentukan
2119,hangseur,bau air kencing
2120,hanjakal,menyesal
2121,hanjat,naik (dari air ke darat)
2122,hanjelu,kecewa
2123,hanjuang,daun biasa membungkus kacang panjang
